url_length,num_special_chars,num_dots,has_ip_address,has_at_symbol,domain_age_days,is_https,has_subdomain,num_urgency_words,num_spelling_errors,has_money_terms,num_links,sender_reputation_score,has_spf_record,has_dkim,has_attachment,attachment_suspicious,email_length,Label
137,33,12,1,1,27,1,1,8,6,1,3,0.2150734087020402,0,0,0,1,545,1
215,17,14,1,0,167,0,1,3,3,1,9,0.0751614355193666,0,0,0,1,467,1
222,32,6,1,0,103,0,1,9,7,0,7,0.11847070622359941,0,0,0,1,570,1
74,8,1,0,0,1695,1,0,1,1,1,2,0.9447776366323964,1,1,0,0,1189,0
49,4,3,0,0,3718,1,1,0,1,0,3,0.7652890709967085,0,1,0,0,1468,0
134,35,12,1,1,86,0,0,9,5,1,7,0.116350741692633,0,1,0,0,161,1
55,11,2,0,0,3287,0,0,2,0,1,1,0.9766532725940812,1,1,0,0,1183,0
47,2,1,0,0,1500,1,1,0,0,0,4,0.9289454055249722,1,1,0,0,1214,0
45,3,2,0,0,3158,0,1,0,0,1,3,0.7775134317129343,1,1,0,0,1495,0
23,9,1,0,0,4678,1,0,0,0,0,2,0.6449531899714838,1,1,0,0,641,0
69,5,3,0,0,2630,1,0,2,1,0,4,0.9519241742878741,0,1,1,0,1020,0
32,11,3,0,0,3133,1,1,2,1,0,3,0.8208889120695386,1,1,0,0,1283,0
33,5,2,0,0,4943,1,1,2,1,0,0,0.8077772070217728,1,1,1,0,499,0
112,16,5,1,1,89,0,1,10,4,1,4,0.061937072648090966,0,0,1,1,546,1
188,23,11,1,1,34,0,1,6,3,1,5,0.2504392407948187,1,0,0,1,182,1
220,27,5,1,1,76,0,1,8,5,1,10,0.14886930209875887,0,0,1,0,550,1
171,35,11,1,1,90,0,1,9,3,1,13,0.1540232222875847,1,0,1,1,450,1
74,9,1,0,0,3665,1,0,0,0,0,0,0.9269993026102666,1,1,1,0,236,0
123,43,11,1,0,133,1,1,9,4,1,12,0.355651169576004,0,0,0,1,368,1
210,34,13,0,1,125,1,1,8,2,0,8,0.23278856076575952,0,1,0,1,171,1
87,39,11,1,1,176,1,1,4,5,1,6,0.14762120870436665,0,0,1,0,477,1
225,24,11,1,0,67,1,1,7,3,1,13,0.13035253704631616,1,0,0,1,510,1
58,10,1,0,0,3769,1,1,1,1,1,1,0.704649922516732,1,1,1,0,357,0
26,10,2,0,0,4152,1,1,0,0,0,4,0.8718032090946222,1,1,0,0,1304,0
49,4,1,0,0,4759,1,0,0,0,0,4,0.8836722815177618,1,1,1,0,667,0
155,34,5,0,1,9,0,0,9,5,1,13,0.2827825273973691,0,1,0,1,578,1
140,36,5,1,0,179,0,0,7,4,0,10,0.3009636932848037,1,1,1,1,353,1
65,4,2,0,0,2347,1,0,2,1,0,0,0.8872024840430591,1,1,1,0,466,0
153,22,12,1,1,84,0,1,10,3,0,6,0.22312807677168056,0,0,0,1,139,1
63,5,3,1,0,4565,1,1,0,0,1,0,0.6092341922207081,1,1,1,1,875,0
136,16,13,0,1,67,1,0,10,3,1,7,0.17750853563689806,0,0,1,1,200,1
52,2,2,0,0,4478,1,0,1,1,0,3,0.9203133653495571,1,1,0,0,876,0
36,9,2,0,0,956,1,0,2,0,0,4,0.6801403405793623,1,1,1,0,1300,0
182,34,12,1,0,74,0,1,10,4,0,4,0.2887995089067299,1,0,1,1,413,1
158,27,11,1,0,129,0,1,5,5,1,6,0.16731644443739438,0,1,1,1,455,1
59,4,2,0,0,605,1,1,0,1,0,2,0.8146515617207216,1,1,0,0,1291,0
20,10,1,0,0,3702,1,0,1,0,0,0,0.6619263019486941,1,1,0,0,1370,0
42,10,1,0,0,755,1,1,1,1,0,1,0.7493046928117075,1,1,0,0,494,0
47,7,1,0,0,3871,1,0,1,0,1,2,0.7875275832060965,1,1,0,0,442,0
110,34,14,0,1,130,0,1,5,3,1,5,0.2893578755419714,0,1,1,0,120,1
198,18,13,1,0,140,1,1,10,2,1,14,0.24618056815376244,0,0,1,1,184,1
249,41,13,0,0,152,1,1,6,2,1,13,0.2652029384567104,0,1,1,1,324,1
197,27,10,1,0,146,0,1,5,6,1,7,0.19236240030122786,0,1,1,1,737,1
144,32,13,1,1,150,1,1,5,5,1,14,0.19347632925871758,0,1,1,1,408,1
181,43,10,1,1,59,1,1,8,4,1,4,0.27981114816102876,0,0,1,1,413,1
22,8,3,0,0,3592,1,0,2,1,1,2,0.670477762465699,1,1,0,0,1181,0
76,4,2,0,0,2347,1,1,1,1,0,0,0.6428943207078094,0,1,0,0,634,0
91,24,8,1,1,42,0,1,11,4,1,14,0.21289799553051966,0,0,0,1,474,1
29,3,2,0,0,2359,1,0,2,0,0,1,0.7488480784032114,1,1,1,0,1246,0
195,43,8,1,1,113,1,1,6,5,0,13,0.08834111318520357,0,0,0,1,679,1
180,32,9,0,1,11,1,0,0,7,0,9,0.5166387353703015,0,0,1,0,271,1
22,2,2,0,0,534,1,0,0,1,0,4,0.7636030946945093,1,1,0,0,864,0
189,24,6,1,0,2,1,1,8,2,1,6,0.3979631290585741,0,0,1,1,315,1
209,39,14,1,0,69,0,0,8,5,1,5,0.15931221963562178,0,0,1,1,460,1
178,33,5,0,0,19,0,1,6,7,0,10,0.3511320312608164,1,1,0,1,157,1
165,36,10,1,1,109,1,1,3,2,0,6,0.09686986013898823,0,1,1,0,538,1
159,20,5,0,1,42,0,1,8,3,1,13,0.08311618588190153,1,1,1,0,515,1
183,41,14,1,0,107,1,1,8,5,0,7,0.15763606110980125,1,0,0,1,428,1
131,43,10,1,1,19,1,1,9,5,0,8,0.31470013406177477,1,0,0,1,460,1
228,38,8,1,1,81,1,1,10,7,1,13,0.025301363559471837,0,1,1,0,637,1
79,8,2,0,0,3375,0,0,1,1,1,3,0.7002326306376772,1,1,1,1,1389,0
198,35,9,1,0,155,1,1,9,4,1,5,0.21095984884907054,1,1,0,1,575,1
152,34,5,0,0,62,1,1,1,2,1,14,0.532490105568933,1,0,0,0,157,1
226,35,7,1,0,80,1,1,6,7,0,4,0.09677267212621184,1,1,1,1,359,1
84,43,9,0,1,108,0,1,9,2,1,6,0.15050383421236632,0,1,1,1,630,1
38,6,2,0,0,886,1,1,1,0,0,3,0.843188467039265,1,1,1,1,860,0
108,38,6,1,1,135,0,1,3,3,1,7,0.39158300281644165,0,0,1,0,788,1
110,38,14,0,1,163,0,0,8,4,1,6,0.21792987026937272,0,1,1,1,281,1
76,5,1,1,0,3550,1,0,1,1,0,4,0.8608330731518974,1,0,1,0,713,0
220,18,6,0,1,53,1,1,9,6,0,11,0.05464036146046905,0,1,0,1,248,1
63,4,2,0,0,2816,0,0,2,1,0,3,0.6623675743625823,1,1,0,0,572,0
163,31,13,1,0,101,0,1,5,7,1,12,0.27972615005048146,1,1,1,1,735,1
124,36,8,1,1,156,0,1,9,5,0,12,0.3960835574350486,0,0,1,1,639,1
182,41,13,1,0,123,0,0,9,2,1,6,0.3630265895704372,0,0,1,0,259,1
77,10,1,0,0,2961,1,1,1,1,0,4,0.7857065681143759,1,1,0,0,312,0
226,39,10,1,1,84,1,1,7,2,1,3,0.02448666325742881,0,1,0,0,188,1
249,18,10,0,1,44,1,0,9,3,0,13,0.0914500646099694,1,0,1,1,623,1
21,9,1,0,0,604,1,1,2,0,0,2,0.7434493628092995,1,0,0,0,1038,0
23,2,3,0,0,2737,1,1,1,1,0,1,0.7301561694244958,1,1,0,0,323,0
192,29,7,0,1,25,1,1,4,5,1,6,0.12555123060601092,0,0,0,0,477,1
80,22,11,1,1,144,0,1,10,4,1,3,0.18018612066312734,0,0,1,1,788,1
30,9,3,0,0,4165,1,1,2,1,0,1,0.7215603507889873,1,1,0,0,215,0
239,40,9,1,1,133,0,1,5,7,0,3,0.09377024000460588,0,0,1,1,767,1
229,33,5,1,1,142,0,0,4,2,1,4,0.007657947198734672,1,0,1,1,217,1
28,8,2,0,1,2113,1,0,0,0,0,0,0.8682840913336303,0,1,0,0,500,0
71,7,1,0,0,3831,0,0,2,0,0,2,0.6840189349168279,1,1,0,0,958,0
107,40,5,0,0,130,1,1,6,4,0,6,0.1806787276926731,0,0,1,0,367,1
44,10,3,0,0,3653,1,0,2,0,1,2,0.6245390231850584,1,1,0,0,598,0
40,2,3,0,0,2589,1,1,1,0,0,2,0.686093092842293,1,1,1,0,721,0
126,18,10,1,1,168,1,1,4,7,1,11,0.10112544243568022,0,0,0,1,650,1
104,18,14,1,1,110,0,1,10,2,1,12,0.1135103623194898,0,0,1,1,476,1
32,5,1,0,0,2639,1,1,2,0,0,2,0.7683373553546673,1,0,0,0,615,0
91,42,8,1,0,133,0,0,4,5,1,5,0.225776436271553,0,0,1,1,155,1
66,7,1,0,0,2961,1,0,2,0,1,4,0.9083258086657284,1,1,0,0,571,0
133,39,9,0,1,7,0,1,10,7,1,6,0.3777638902309094,0,0,0,0,429,1
188,19,14,1,1,155,1,1,9,7,1,9,0.11190677235481634,0,0,1,1,436,1
102,28,5,1,1,14,0,1,8,7,1,8,0.11700600813641243,0,0,0,0,165,1
78,2,1,0,0,4157,1,0,0,1,0,2,0.9398653510543621,1,1,0,0,903,0
54,6,3,0,0,1079,1,0,1,1,0,3,0.7858887824794998,1,1,0,0,1451,0
160,40,12,1,1,161,0,1,7,3,1,10,0.29402841752155434,1,0,0,1,291,1
233,39,8,1,0,153,0,1,10,5,1,6,0.15603441551208547,0,1,0,1,558,1
78,11,2,0,0,2715,1,0,0,1,1,4,0.614232858317385,1,1,0,0,1387,0
33,5,1,0,0,1202,1,1,0,1,0,0,0.925077217350313,1,1,0,0,681,0
59,11,1,0,0,4767,1,0,2,1,1,4,0.807455476266405,1,1,0,0,1199,0
43,2,1,0,0,2175,1,1,2,0,0,3,0.8624959572993434,1,1,0,0,556,0
36,10,1,0,0,2080,1,0,0,0,0,4,0.9753348810485836,0,1,0,0,688,0
104,42,9,0,1,56,0,1,3,6,0,7,0.15690681660941885,0,1,0,0,535,1
185,31,14,0,0,39,1,1,3,7,1,12,0.33555923457837367,0,1,1,1,760,1
29,4,1,0,0,917,1,1,2,1,0,1,0.709263848147978,1,1,1,0,869,0
60,5,1,0,0,3047,1,1,2,1,1,1,0.8244604586687825,1,1,0,0,452,0
45,6,2,0,0,1989,1,0,1,1,0,4,0.6035465112534494,1,1,0,0,777,0
40,2,2,0,0,1603,1,1,0,0,0,2,0.6399052016152534,1,1,0,0,1116,0
114,19,13,1,1,94,0,1,11,2,1,9,0.03241544418602271,1,1,1,0,627,1
59,3,3,0,0,1681,1,0,1,0,0,2,0.7656436328495984,1,1,0,0,1395,0
53,10,3,0,0,4609,1,1,2,1,0,4,0.9772195242550481,1,1,1,0,982,0
60,7,2,0,0,1978,1,1,2,0,0,1,0.6924355688538274,1,1,1,0,1122,0
44,3,2,1,0,852,1,0,1,0,0,3,0.6129925288143578,1,1,1,0,863,0
78,9,3,0,0,2320,1,0,2,0,0,0,0.7682520947515278,1,1,0,0,548,0
104,25,13,0,1,88,1,1,3,2,1,10,0.33177154817359195,0,0,0,1,243,1
223,28,7,1,0,65,0,1,5,2,0,8,0.23633330422760432,0,0,1,1,543,1
38,7,1,0,0,3015,1,0,2,0,0,4,0.8116413070641754,1,1,0,0,332,0
168,20,10,0,1,143,0,1,11,6,1,7,0.03690760182510511,1,0,1,1,492,1
76,7,3,0,0,2034,1,0,2,1,0,1,0.642920484148269,1,1,1,0,719,0
113,25,14,1,0,129,0,1,3,6,1,4,0.035603893958403535,0,1,1,0,265,1
199,24,8,1,0,171,1,1,5,4,1,12,0.04298022105156325,0,1,0,1,412,1
163,30,8,1,1,126,1,1,4,7,1,14,0.06381787204527534,1,0,1,1,730,1
90,22,8,1,0,53,0,1,8,7,1,3,0.10796448895687796,0,0,1,1,606,1
49,11,2,0,0,3880,0,1,2,1,1,3,0.8615604585477029,1,0,1,0,993,0
80,21,6,1,1,151,1,1,11,3,0,5,0.06057820877414293,0,0,0,1,138,1
213,41,13,1,1,20,1,1,3,5,1,7,0.02437148868828798,0,0,0,1,430,1
149,35,6,0,1,1,0,1,9,5,1,3,0.17279574858537636,0,1,0,1,430,1
190,32,5,1,1,155,1,1,8,5,0,5,0.038807287294835784,0,0,1,1,287,1
172,18,14,1,1,1,0,1,10,4,0,4,0.20197312163576006,0,1,1,0,370,1
156,17,13,1,1,70,0,0,11,7,1,7,0.18047727658028948,0,0,1,1,405,1
169,30,13,1,0,128,1,1,1,4,0,11,0.6173505239492241,1,1,1,1,727,1
218,38,7,1,0,114,0,1,9,3,1,7,0.30524334544052334,1,1,1,0,652,1
198,28,5,1,1,43,1,1,7,6,1,3,0.11976924992124266,0,0,1,1,485,1
67,4,2,0,0,764,1,1,1,0,0,3,0.6988698978378071,1,1,0,0,579,0
64,2,2,0,0,959,1,0,0,1,0,3,0.6275003808354709,1,1,0,0,1109,0
198,39,12,1,1,109,0,0,9,5,1,12,0.37518609257355773,0,0,0,0,375,1
79,4,2,0,0,4361,1,0,2,1,0,3,0.9807062064569307,1,1,0,0,659,0
41,10,1,0,0,4249,1,0,1,1,0,2,0.6767902023436951,1,1,1,0,1418,0
25,5,3,1,0,1862,1,0,2,1,1,1,0.6354531898998322,1,1,1,0,701,0
24,6,3,0,0,1890,1,0,1,0,1,2,0.7315207218313815,1,1,0,0,330,0
29,11,2,1,0,1263,1,0,0,0,1,0,0.6741415902887398,1,1,1,0,758,0
32,9,3,0,0,398,1,0,2,1,0,1,0.7005230748568627,1,1,1,0,496,0
100,28,9,1,1,77,0,1,5,7,1,10,0.08367418616317113,0,1,1,1,622,1
60,16,2,0,0,4569,1,0,3,1,0,4,0.8326121897108443,1,1,0,0,1039,0
55,6,2,0,0,1624,1,1,0,1,1,0,0.6039442913348557,1,1,0,0,1066,0
44,5,3,0,0,4103,1,0,2,1,0,3,0.8397174265241915,1,1,0,0,1309,0
37,6,2,0,0,475,1,1,0,1,0,1,0.7890452834536558,1,1,0,0,854,0
236,31,11,0,0,157,1,1,5,7,1,10,0.278972646894877,0,1,1,1,123,1
145,16,14,1,0,33,0,1,10,7,1,8,0.12859828049915278,0,0,1,1,632,1
111,24,6,0,1,5,0,0,5,3,0,3,0.2786780445746994,0,0,0,1,603,1
71,4,1,0,0,2230,1,0,0,0,0,1,0.8998503008596095,1,0,1,1,1454,0
62,6,1,0,0,1602,1,0,1,1,0,4,0.8845816967456916,1,1,0,0,981,0
74,10,2,0,0,3603,1,0,0,1,1,4,0.882374647084648,1,1,1,0,1253,0
178,28,10,1,1,103,0,1,11,3,1,13,0.0203210358755769,0,1,1,1,230,1
150,28,11,0,1,36,1,1,9,3,1,9,0.03202536101158624,0,0,0,1,319,1
118,16,5,1,0,97,1,1,5,7,1,9,0.21650663147044413,1,0,1,1,377,1
100,42,11,1,1,176,1,0,10,6,0,14,0.2048887683250698,0,0,0,1,720,1
49,2,1,0,0,1848,1,0,0,0,0,4,0.958628609987711,1,1,0,0,1356,0
55,9,2,0,0,3635,1,0,0,1,0,4,0.6958976691753034,1,1,0,0,1128,0
209,34,8,1,1,22,1,1,10,3,0,13,0.31326401161116113,0,0,1,1,582,1
187,15,13,1,0,149,0,1,3,6,1,8,0.06372160824759213,0,0,0,1,460,1
231,17,12,0,1,57,0,1,6,4,1,14,0.14193654410275616,0,0,1,0,237,1
135,18,5,0,1,15,0,1,10,4,1,3,0.3650397382365562,1,0,1,1,240,1
72,9,2,0,0,2588,0,0,1,0,0,4,0.8445979410876796,1,1,0,0,913,0
87,20,6,1,1,102,0,0,11,4,0,9,0.17544457437585748,1,0,1,1,122,1
99,33,11,0,1,117,0,0,8,5,1,9,0.03787239620191803,0,0,1,0,742,1
151,39,8,1,0,141,0,1,4,3,1,11,0.3465754670110582,1,1,0,0,423,1
48,7,3,0,0,756,1,0,2,1,0,2,0.8561042887536907,1,1,0,0,1357,0
123,38,10,0,0,113,1,0,7,5,0,3,0.04884396560401072,0,1,0,1,305,1
207,33,9,0,1,77,0,0,11,2,1,11,0.07551761110937778,0,1,1,0,405,1
74,10,2,0,0,1525,1,0,2,0,0,0,0.7430708365223097,1,1,0,0,1092,0
73,8,3,0,0,1118,1,0,2,1,0,3,0.7290236946533073,1,1,1,0,1068,0
79,4,1,0,0,3925,1,0,0,0,1,3,0.8668344205342181,1,1,0,0,818,0
63,3,3,0,0,4032,1,1,0,1,0,1,0.7962589997362908,1,1,0,0,1427,0
25,4,3,0,0,4667,1,1,2,0,1,0,0.7476224637367216,1,1,0,0,626,0
73,3,3,0,0,2288,1,0,1,1,0,4,0.9613631023451172,1,1,1,0,621,0
240,31,5,1,0,10,1,1,4,7,1,7,0.3453334598287301,0,0,0,1,111,1
243,33,14,1,0,95,0,1,10,3,1,13,0.1364265404201034,0,1,1,0,243,1
187,30,13,1,1,66,0,1,6,4,1,13,0.16779259403592792,0,0,0,0,502,1
37,9,3,0,0,2315,1,1,0,0,0,4,0.6358527093218471,1,1,1,0,1069,0
83,29,10,1,1,178,1,1,10,3,1,14,0.08203102405978364,1,1,0,1,239,1
112,35,10,0,0,111,0,0,10,2,0,5,0.007296992571344418,0,1,1,1,174,1
176,42,13,1,1,27,1,0,4,6,1,12,0.1453615727997708,1,0,0,1,299,1
191,38,7,0,1,156,0,1,10,3,0,7,0.2852184202537275,0,1,1,1,530,1
211,36,10,1,1,130,1,1,3,7,1,5,0.17580311217902073,0,0,1,1,406,1
73,5,3,0,0,1582,1,1,2,0,0,1,0.745663279273553,1,1,0,0,297,0
72,6,3,0,0,1602,1,1,1,0,0,2,0.874770966709721,1,1,0,0,669,0
44,2,1,0,0,1549,1,0,2,0,0,1,0.994765485687285,1,1,1,0,947,0
239,25,14,0,1,152,1,0,7,3,1,8,0.1783163658308916,1,0,0,1,679,1
124,18,13,0,1,105,1,1,5,7,1,7,0.2365204595692979,1,1,1,0,291,1
194,43,6,1,0,79,1,1,10,7,1,3,0.18329386015713356,1,1,1,1,143,1
184,32,7,1,1,64,0,0,3,6,1,11,0.15487330966237375,0,1,0,1,742,1
243,19,14,0,0,152,0,1,6,5,1,7,0.22404639320373937,0,0,1,0,369,1
29,11,1,0,0,1211,1,0,1,1,0,1,0.73502290142418,1,1,1,0,1388,0
78,4,2,0,0,1091,1,1,0,0,0,2,0.9326139889787501,1,1,0,0,974,0
26,7,1,0,0,1730,1,0,1,1,0,4,0.9194749483721449,1,1,0,1,814,0
174,42,10,0,1,47,0,1,11,5,1,11,0.3677549618290691,0,0,0,0,719,1
211,41,8,1,1,29,0,1,11,6,1,10,0.07615271451881389,0,0,1,0,743,1
20,2,3,0,0,3366,1,1,2,0,0,4,0.8281329704804992,1,1,0,1,336,0
60,11,1,0,0,2852,1,1,2,1,0,4,0.9164817014352284,1,1,0,0,437,0
60,4,2,0,0,4777,1,0,0,0,0,3,0.906383268522207,1,1,0,0,874,0
39,2,2,0,0,1492,1,1,2,1,0,0,0.7045971614910478,1,1,1,0,1112,0
95,32,8,1,1,38,1,1,10,5,0,4,0.006368106905119442,0,1,1,1,424,1
63,6,1,0,0,1027,1,0,1,0,0,3,0.6680404984752679,1,1,0,0,559,0
32,10,1,0,0,1317,0,1,1,1,0,0,0.6022608419364739,1,1,0,0,305,0
246,35,12,1,1,3,1,1,3,2,1,3,0.26083722475266025,1,1,1,1,630,1
48,8,1,0,0,2915,1,1,0,0,0,2,0.6061059358584119,1,1,0,0,431,0
243,18,8,1,1,6,0,0,4,3,1,12,0.18269223715433613,0,0,1,0,543,1
107,29,5,0,1,146,0,1,3,5,1,7,0.3533976089065036,1,1,0,1,706,1
163,17,7,1,1,109,0,1,7,3,1,3,0.38650971909927434,1,1,1,1,141,1
44,8,1,0,0,495,1,0,2,1,0,2,0.9899490133724972,1,1,1,0,787,0
237,31,8,1,1,61,0,1,10,4,1,10,0.3538333171684751,0,0,0,1,322,1
216,19,14,1,0,155,0,1,10,3,1,4,0.2058734468485756,1,0,0,1,752,1
58,8,1,0,0,1004,1,0,2,0,0,2,0.7390257124646965,0,1,0,0,429,0
180,37,14,1,1,33,0,0,5,3,1,10,0.263477452647578,0,0,1,0,259,1
202,30,5,0,0,46,1,1,9,4,0,8,0.2947305823006016,0,0,0,1,555,1
58,9,2,0,0,1108,1,1,1,1,0,0,0.6528846091281199,1,1,0,0,994,0
26,10,1,0,0,1921,1,1,2,0,0,3,0.8587713364392987,1,1,1,0,622,0
106,29,6,1,1,16,0,1,8,4,1,9,0.16225810377889502,0,1,1,1,384,1
177,21,14,1,0,0,1,1,9,6,0,3,0.03947409110396825,0,0,0,1,419,1
35,11,1,0,0,2687,0,0,1,1,0,4,0.6709927339964047,1,1,1,0,521,0
60,11,1,0,0,4631,1,0,0,0,0,0,0.6724251596463857,1,1,1,0,561,0
142,40,8,1,1,45,1,1,6,7,1,12,0.10859950167274715,0,0,1,0,208,1
77,10,2,0,0,1563,1,0,1,0,0,2,0.9379801509090416,0,1,0,0,1496,0
177,43,10,1,1,81,1,1,3,7,1,11,0.13135249115403244,0,0,1,1,704,1
28,2,3,0,0,930,0,0,1,0,0,4,0.6922554560857056,1,1,0,0,737,0
152,29,5,1,0,36,1,0,8,7,1,4,0.0668135784368301,1,0,1,1,342,1
75,4,3,0,0,1491,0,0,0,0,0,1,0.7726603416737525,0,0,1,0,1167,0
166,25,11,1,1,145,0,0,11,4,1,4,0.027661427087400492,1,0,1,0,446,1
37,8,2,0,0,2954,0,0,0,0,0,1,0.8936598389216603,1,1,0,0,1484,0
202,25,9,0,1,81,0,0,11,7,0,12,0.12394625976339389,0,0,1,1,458,1
144,18,5,0,1,119,1,1,6,3,0,8,0.3702549320101343,0,0,0,0,344,1
227,18,6,1,0,11,0,1,3,7,1,13,0.3409658636794591,1,0,1,1,480,1
59,5,2,0,0,4429,1,0,0,1,0,1,0.972564131117224,1,1,1,0,1426,0
189,18,5,0,0,104,0,1,11,6,1,14,0.36678444524099546,1,0,1,0,504,1
241,41,13,0,0,5,1,0,3,2,1,9,0.2197239085920416,0,0,1,1,551,1
245,37,13,1,1,168,0,1,4,7,1,3,0.05072960902016752,0,0,1,0,359,1
162,40,7,0,0,27,0,1,10,2,1,10,0.375598568834391,0,0,0,0,283,1
233,24,5,1,0,130,0,1,10,4,0,9,0.10891426428325368,0,0,1,1,246,1
101,34,8,0,0,173,0,1,9,2,1,4,0.25442830549193,0,1,1,1,762,1
65,10,2,0,0,1405,1,1,1,0,1,0,0.7538846599460947,1,1,1,0,908,0
23,6,1,0,0,2163,1,0,1,0,0,1,0.8861744813106162,0,1,0,0,1046,0
27,7,1,0,0,1944,1,0,0,1,0,4,0.6757131459872984,1,0,0,0,1464,0
52,6,3,0,0,690,1,1,0,1,1,4,0.9386137972493621,1,1,0,0,728,0
118,32,7,1,1,69,0,1,11,5,1,6,0.005361050572866244,0,0,0,0,319,1
243,26,12,0,1,159,1,1,4,4,0,3,0.3712334561304199,0,0,1,1,725,1
105,23,14,0,1,28,1,1,3,5,1,5,0.39851872169809033,1,0,0,1,432,1
38,4,2,1,0,4431,1,0,2,1,1,3,0.6937795395232158,1,1,0,0,445,0
86,15,11,1,0,146,0,1,4,2,1,6,0.13434634285993405,1,0,0,1,355,1
55,4,2,0,0,2943,0,1,0,1,1,4,0.7842654978842816,1,1,1,0,705,0
63,4,3,0,0,2124,1,1,0,0,0,1,0.6171744619470868,1,1,0,0,1492,0
141,17,8,1,0,43,0,0,4,6,0,14,0.048151259802213534,0,1,1,1,157,1
249,42,5,1,1,51,1,1,9,6,1,14,0.2806953095509029,0,0,1,0,699,1
119,36,12,1,1,59,0,0,7,4,1,12,0.3631464521850064,0,0,1,1,715,1
119,36,7,1,0,10,1,0,6,3,1,13,0.1797072633862547,0,1,0,1,563,1
163,17,6,0,0,66,0,1,11,2,1,8,0.1251629576854593,0,0,1,1,253,1
20,9,3,0,0,4327,0,1,0,0,0,4,0.7167867842603475,1,1,0,0,997,0
22,9,3,0,0,4808,1,0,0,0,0,1,0.9875437341871154,1,1,0,0,404,0
24,4,2,0,0,3993,1,1,0,0,0,4,0.7961401764222643,1,1,0,0,1062,0
140,21,5,1,1,97,0,1,9,4,1,13,1.2287538152966349e-05,1,0,0,0,350,1
229,34,5,1,1,97,0,1,11,7,0,6,0.32088120353434263,0,0,0,1,594,1
32,3,3,0,0,1739,1,1,2,0,1,2,0.6560258237435745,1,1,0,0,571,0
191,32,11,1,0,109,1,1,9,4,1,4,0.3637718014743506,0,1,1,0,278,1
130,38,9,1,1,11,0,1,5,2,1,14,0.09585831398302265,0,0,1,1,464,1
27,3,3,0,0,1665,1,0,1,0,1,4,0.9926437709328058,1,1,1,1,1164,0
222,23,11,1,1,50,0,0,4,4,1,11,0.06172862611323176,0,0,1,1,486,1
124,15,5,1,1,46,0,1,9,2,1,7,0.07379050125345575,0,0,0,0,353,1
47,2,3,0,0,1407,1,0,0,0,0,0,0.9458855851501209,0,1,0,0,1168,0
213,22,11,1,1,139,1,0,4,2,1,10,0.3488495635776606,1,0,1,1,226,1
226,23,10,1,0,3,0,1,6,4,0,12,0.029984017388005227,0,0,0,0,263,1
72,7,1,0,0,3191,1,0,2,0,0,0,0.8552438084815799,1,1,1,0,1014,0
120,18,8,1,1,124,0,1,9,6,1,14,0.23312273403339587,1,1,1,0,375,1
133,36,9,1,1,2,1,0,3,3,1,14,0.20645392186979913,0,0,1,0,724,1
176,29,10,0,1,146,0,0,6,2,1,7,0.040998531675685124,0,0,0,1,298,1
23,11,3,0,0,3306,1,1,0,1,1,1,0.8146493118941975,1,1,0,0,716,0
209,26,5,1,0,124,1,1,11,3,1,13,0.054548130987026336,1,1,0,1,559,1
180,15,12,1,0,4,0,1,6,7,1,9,0.055341236967120545,0,1,1,0,219,1
78,7,3,0,0,4063,1,1,0,0,1,0,0.7002623920166278,1,1,0,0,727,0
33,3,1,0,0,1118,1,0,2,0,0,2,0.9884289834511278,1,1,1,0,262,0
57,14,1,0,0,1935,1,1,2,0,0,4,0.6512220553987521,1,1,0,0,1255,0
155,37,5,0,0,175,0,1,4,7,1,13,0.05492135005664176,0,0,0,1,755,1
63,2,2,1,0,813,1,0,0,0,1,4,0.9779939142223373,1,1,0,1,1231,0
63,10,1,0,0,4642,1,0,0,0,1,1,0.6425927053138826,1,1,0,0,657,0
226,35,9,1,0,21,0,0,11,5,1,4,0.051499359319857566,0,0,0,1,313,1
181,38,10,1,1,173,0,0,7,5,1,13,0.017825529379471662,0,0,1,1,221,1
98,25,7,0,0,99,1,1,10,6,1,9,0.10213454950529766,0,0,1,1,497,1
44,7,3,0,0,4539,1,1,1,0,1,2,0.9682216685518891,1,1,0,1,336,0
67,5,1,0,0,2403,1,0,2,1,0,1,0.9258215148079987,1,1,0,0,556,0
77,3,2,0,0,4298,1,0,0,1,0,0,0.63908128444043,1,1,0,0,774,0
40,3,2,0,0,2444,0,0,2,1,0,1,0.933137237146735,0,1,1,0,954,0
109,24,9,1,0,123,0,1,6,3,1,3,0.03528068151594828,0,0,0,1,377,1
223,16,7,1,1,72,0,0,4,5,1,4,0.12256617974041456,0,0,1,1,147,1
68,10,2,0,0,4969,1,0,0,1,0,0,0.6827945212000478,1,1,1,0,464,0
59,2,2,0,0,847,1,1,0,0,0,4,0.9723230689379048,1,1,0,0,1065,0
48,2,2,0,0,1192,1,1,2,1,1,4,0.6174379687170377,1,1,1,0,404,0
234,24,6,1,1,136,1,1,9,3,1,11,0.24460548434627222,0,0,1,0,611,1
93,38,14,0,1,105,1,1,11,6,1,13,0.02506128138214181,1,0,1,1,618,1
224,33,6,0,0,119,1,1,7,2,1,10,0.19015434214219296,1,1,1,1,397,1
243,23,11,0,1,115,1,1,11,5,0,7,0.06252678828354434,1,0,1,0,688,1
20,10,3,0,0,1192,1,0,1,0,0,0,0.7000227034040613,1,1,1,0,805,0
64,10,3,0,0,3823,1,0,2,1,0,2,0.9061728866979086,1,1,0,0,771,0
